Site,dcs:Count_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,End_Date
dcid:geoId/06,312,10.7,7.21,14.24,334,8.6,5.47,11.71,324,5.0,2.69,7.45,315,4.5,2.36,7.12,556,8.5,5.82,11.62,729,7.2,5.17,9.32,1285,7.9,6.09,9.63,3092752,2384159,3770026,2020-11-20
dcid:geoId/08,319,9.6,5.13,15.91,337,8.7,4.43,14.21,330,3.1,1.43,5.33,330,3.4,1.48,5.59,589,8.6,4.17,14.05,727,5.6,3.82,7.69,1316,7.1,4.72,9.97,392711,261070,551455,2020-11-27
dcid:geoId/09,323,4.9,2.56,7.73,351,5.0,2.58,7.63,300,5.9,3.02,9.25,331,1.4,0.24,3.31,561,4.6,2.6,6.79,744,4.6,3.0,6.26,1305,4.6,3.28,5.98,164749,117473,214174,2020-11-28
dcid:geoId/11,56,,,,617,13.1,10.64,15.87,192,9.1,4.68,13.66,647,7.0,4.95,9.22,579,12.0,8.54,15.6,933,10.8,8.4,13.46,1512,11.4,9.33,13.42,78033,63864,91860,2020-11-23
dcid:geoId/10,81,12.4,5.51,20.24,409,8.4,5.78,11.32,372,5.1,3.08,7.62,155,5.3,1.85,9.33,361,8.1,4.67,12.16,656,8.0,5.75,10.7,1017,8.1,5.97,10.3,76909,56685,97798,2020-11-27
dcid:geoId/12,423,12.4,9.32,15.68,425,11.0,8.18,14.12,413,7.6,4.72,10.54,431,8.8,6.16,12.08,701,9.6,7.16,12.06,991,10.7,8.8,12.86,1692,10.2,8.66,11.82,2101010,1783799,2434700,2020-11-20
dcid:geoId/13,321,12.5,8.19,16.81,306,11.3,7.54,15.79,314,10.1,5.96,14.34,324,3.2,1.12,5.58,541,9.8,6.41,13.68,724,10.8,7.97,13.94,1265,10.3,8.09,12.58,1060641,833066,1295423,2020-11-23
dcid:geoId/15,27,,,,195,4.8,1.77,8.4,196,3.1,0.9,5.99,248,1.0,0.0,2.84,227,2.1,0.1,4.84,439,3.5,1.5,5.75,666,2.8,1.34,4.31,39817,19055,61289,2020-11-25
dcid:geoId/19,34,,,,469,17.3,13.56,20.62,293,16.3,12.19,20.87,184,3.6,1.05,6.69,496,11.3,8.67,13.87,484,18.1,11.69,24.73,980,14.7,11.02,18.56,460477,345201,581392,2020-11-27
dcid:geoId/16,7,,,,198,15.5,10.45,21.71,126,9.0,2.9,16.61,140,7.5,2.67,13.22,163,13.7,7.25,21.83,308,13.0,8.21,17.6,471,13.4,9.61,17.73,226166,162198,299249,2020-11-27
dcid:geoId/17,488,22.5,18.54,26.21,632,16.9,14.03,19.78,513,14.6,11.23,17.87,390,6.3,3.55,9.04,823,14.9,12.27,17.48,1200,17.4,15.22,19.84,2023,16.2,14.64,17.83,2077083,1877067,2286073,2020-11-25
dcid:geoId/18,15,,,,566,8.0,5.55,11.32,315,5.5,2.14,10.08,270,1.6,0.27,3.29,328,5.1,2.23,8.46,838,7.3,4.16,10.0,1166,6.2,3.79,8.63,411520,251558,572810,2020-11-25
dcid:geoId/20,252,11.8,7.32,16.73,348,9.7,5.98,13.81,331,4.7,2.06,7.59,345,3.0,1.05,5.3,548,8.1,5.18,11.29,728,8.4,5.75,11.2,1276,8.2,6.39,10.35,238520,185871,301058,2020-11-28
dcid:geoId/21,91,9.2,2.96,16.65,598,7.6,5.29,10.07,503,9.5,6.74,12.34,527,3.7,2.16,5.66,710,7.5,4.86,10.57,1009,7.9,5.68,10.66,1719,7.7,5.86,9.79,341896,260196,434696,2020-11-25
dcid:geoId/22,321,12.6,7.52,18.96,318,8.1,4.09,13.07,323,8.0,4.19,12.17,324,8.9,4.19,14.54,545,9.8,5.98,14.1,741,8.7,5.93,11.57,1286,9.3,6.92,11.79,433716,322722,549840,2020-11-26
dcid:geoId/25,132,5.9,1.92,10.66,409,3.5,1.58,5.63,375,5.2,2.73,7.85,370,4.8,2.43,7.75,564,5.0,3.11,7.27,722,4.1,2.38,5.76,1286,4.5,3.29,5.87,307359,224713,400932,2020-11-28
dcid:geoId/24,105,12.5,6.32,19.28,400,11.6,8.78,14.77,375,6.4,3.91,9.33,357,3.1,1.33,5.0,440,8.2,5.1,12.02,797,10.7,8.2,13.46,1237,9.5,7.51,11.43,570326,450858,686193,2020-11-26
dcid:geoId/23,24,,,,221,0.3,0.0,1.08,142,1.0,0.0,2.83,178,1.2,0.0,3.38,213,0.3,0.0,1.1,352,0.8,0.0,1.99,565,0.6,0.1,1.29,7997,1333,17193,2020-11-27
dcid:geoId/26,21,,,,721,9.4,7.11,11.86,696,8.4,6.07,10.66,469,5.2,3.34,7.37,713,6.4,4.54,8.9,1194,11.1,7.18,17.23,1907,8.8,6.47,12.1,876259,644249,1204856,2020-11-25
dcid:geoId/27,170,14.8,7.99,22.51,570,12.9,9.68,16.02,324,10.3,5.74,16.04,237,3.8,1.7,6.37,549,11.9,8.38,15.75,752,10.9,8.21,14.07,1301,11.4,9.23,13.83,630119,510175,764434,2020-11-27
dcid:geoId/29,132,13.2,5.23,21.95,634,10.0,7.16,13.15,793,12.7,8.55,17.31,441,4.3,2.58,6.1,841,9.7,6.8,12.86,1159,11.0,7.65,14.86,2000,10.3,8.14,12.86,627276,495731,783182,2020-11-25
dcid:geoId/28,257,15.6,10.93,20.58,553,14.8,11.7,18.17,324,13.7,9.55,17.95,316,7.3,4.08,10.79,560,12.1,9.1,15.14,890,15.1,12.56,17.7,1450,13.6,11.65,15.61,406472,348191,466546,2020-11-24
dcid:geoId/30,11,,,,216,10.7,6.38,15.33,148,9.1,3.97,15.25,111,5.7,0.9,11.46,174,8.3,3.59,13.29,312,9.9,6.02,13.99,486,9.1,6.0,12.5,94798,62504,130217,2020-11-25
dcid:geoId/37,380,10.5,7.33,14.08,270,10.0,6.16,13.93,341,6.3,3.48,9.54,628,3.8,2.23,5.6,646,9.1,6.26,12.14,973,7.8,5.49,10.23,1619,8.4,6.49,10.45,853072,659100,1061263,2020-11-23
dcid:geoId/38,0,,,,13,,,,7,,,,21,,,,17,,,,24,,,,41,,,,,,,2020-11-24
dcid:geoId/31,65,,,,577,16.6,13.35,20.38,400,11.6,8.04,15.38,220,9.7,5.19,14.87,685,14.1,10.94,17.53,577,18.6,12.75,24.1,1262,16.3,13.06,19.61,310476,248762,373523,2020-11-27
dcid:geoId/33,69,,,,350,2.5,0.65,4.68,463,1.7,0.55,3.4,420,0.8,0.13,1.79,534,1.7,0.42,3.25,768,1.5,0.5,2.5,1302,1.6,0.72,2.54,21498,9674,34128,2020-11-27
dcid:geoId/34,275,21.9,16.18,27.47,421,15.5,12.03,19.28,391,13.4,9.77,16.49,396,6.4,3.91,9.12,555,13.1,10.25,16.3,928,16.9,13.99,19.8,1483,15.1,12.92,17.35,1341159,1147534,1541000,2020-11-26
dcid:geoId/35,115,10.6,5.0,17.6,368,10.3,6.93,14.33,381,6.8,3.98,10.09,391,4.6,2.74,6.95,541,5.4,3.24,8.35,714,12.0,8.88,15.69,1255,8.8,6.72,11.11,184134,140612,232469,2020-11-29
dcid:geoId/32,62,,,,657,12.5,9.94,15.31,550,7.3,4.97,9.78,566,5.3,3.27,7.38,754,13.2,8.36,18.64,1081,10.7,8.01,13.83,1835,12.0,9.18,14.98,350742,268318,437843,2020-11-25
dcid:geoId/36,298,6.5,3.62,9.8,296,9.8,6.26,13.68,333,11.7,8.26,15.71,272,8.5,5.04,12.08,536,8.3,5.56,11.19,663,10.1,7.52,13.1,1199,9.3,7.21,11.24,1824516,1414490,2205114,2020-11-28
dcid:geoId/39,83,10.7,4.22,18.61,421,16.6,13.08,20.22,451,13.2,9.87,16.62,386,5.7,3.47,8.07,629,17.1,13.47,21.04,712,8.7,5.92,11.63,1341,12.8,10.54,15.16,1490161,1227054,1764909,2020-11-25
dcid:geoId/40,112,8.5,3.27,15.32,320,4.8,2.47,7.77,323,7.7,4.67,10.98,529,6.4,4.12,8.79,542,6.4,3.81,9.54,742,6.5,4.24,9.42,1284,6.5,4.62,8.52,254679,181018,333825,2020-11-17
dcid:geoId/41,0,,,,299,4.1,1.67,7.09,0,,,,0,,,,99,5.3,1.04,10.86,200,2.9,0.47,5.9,299,4.1,1.67,7.09,167360,68168,289410,2020-11-20
dcid:geoId/42,215,12.2,7.87,16.62,1074,8.4,6.79,10.24,836,5.8,4.22,7.45,428,2.5,0.92,4.49,1072,7.9,5.98,10.08,1481,7.4,5.81,8.98,2553,7.6,6.36,8.83,972130,813519,1129461,2020-11-27
dcid:geoId/72,295,2.7,0.78,4.9,355,3.7,1.59,6.01,325,4.5,2.17,7.36,325,3.0,1.17,5.14,504,3.2,1.53,5.11,796,3.8,2.27,5.48,1300,3.5,2.33,4.8,118543,78916,162573,2020-11-28
dcid:geoId/44,72,,,,433,4.5,2.65,6.47,341,5.3,2.87,7.83,350,5.4,3.19,8.06,509,5.0,2.9,7.59,687,5.5,3.3,7.84,1196,5.3,3.82,6.85,56000,40363,72378,2020-11-27
dcid:geoId/45,326,13.9,10.44,17.77,492,12.1,9.07,15.25,515,7.2,4.96,9.7,377,6.4,3.93,8.93,638,8.9,6.42,11.39,1072,12.1,9.93,14.52,1710,10.6,8.89,12.37,525328,440582,613048,2020-11-23
dcid:geoId/46,9,,,,84,15.0,3.68,29.13,81,8.8,3.29,16.39,37,,,,82,9.8,1.61,23.17,129,14.3,4.38,26.74,211,12.0,4.77,20.21,103715,41227,174673,2020-11-25
dcid:geoId/47,350,19.2,14.45,23.61,331,10.2,7.16,13.86,335,12.7,8.85,16.88,512,5.6,3.65,7.82,631,11.8,8.75,14.85,897,12.2,9.74,15.12,1528,12.0,10.29,13.81,798131,684397,918515,2020-11-25
dcid:geoId/48,23,,,,316,18.6,14.23,23.69,265,10.9,6.94,15.22,329,10.5,6.37,15.61,559,12.6,8.76,18.92,374,16.1,10.8,22.46,933,14.3,10.62,18.52,3987583,2961408,5164338,2020-11-25
dcid:geoId/49,12,,,,290,12.7,8.51,16.69,222,13.7,8.42,18.68,137,8.1,3.78,13.28,226,11.5,6.16,16.65,435,12.9,9.17,17.05,661,12.2,8.66,15.38,371533,263727,468375,2020-11-25
dcid:geoId/51,28,,,,468,7.5,4.75,10.17,437,2.9,1.27,4.74,411,0.9,0.14,2.06,457,3.0,1.02,5.1,887,6.1,3.87,9.29,1344,4.6,2.98,6.56,387034,250730,551944,2020-11-26
dcid:geoId/50,13,,,,207,0.3,0.0,1.11,110,1.9,0.0,5.5,134,0.4,0.0,1.59,141,0.7,0.0,2.31,323,0.6,0.0,1.68,464,0.6,0.0,1.68,3750,0,10500,2020-11-28
dcid:geoId/53,0,,,,1,,,,296,3.0,1.01,5.41,0,,,,145,2.1,0.0,5.3,152,3.9,0.69,7.56,297,3.0,1.01,5.38,218830,73673,392435,2020-11-23
dcid:geoId/55,81,21.9,13.61,30.52,683,14.8,12.14,17.42,539,15.4,12.24,19.05,311,9.1,5.58,13.02,687,14.3,11.15,18.28,927,16.8,13.46,20.25,1614,15.6,13.39,18.13,901429,773727,1047623,2020-11-25
dcid:geoId/54,32,,,,325,3.8,1.69,6.13,268,1.9,0.47,3.81,279,2.5,0.58,4.69,410,3.6,1.12,6.99,494,3.5,1.4,6.51,904,3.6,1.82,5.78,65846,33289,105719,2020-11-27
dcid:geoId/56,25,,,,198,8.3,4.56,13.62,159,6.6,2.67,11.56,136,5.0,1.99,9.02,171,10.7,2.25,21.93,347,7.5,4.52,11.08,518,9.1,4.29,14.94,52947,24961,86926,2020-11-25
dcid:country/USA,7619,12.3,11.41,13.14,21063,10.7,10.13,11.22,18272,8.2,7.67,8.85,16767,5.4,4.89,5.93,26064,9.2,8.74,9.71,37657,9.6,9.15,10.05,63721,9.4,9.1,9.78,30671257,29692387,31911159,2020-11-29
dcid:geoId/02,9,,,,330,9.8,6.21,13.76,297,4.4,2.11,7.1,265,5.4,2.44,9.25,370,10.7,5.75,15.64,531,6.8,4.0,9.95,901,8.8,6.17,11.53,64989,45566,85151,2020-12-07
dcid:geoId/01,208,15.5,10.71,20.53,389,13.6,10.11,17.09,347,7.9,5.02,10.87,395,6.5,3.89,9.5,578,11.9,8.88,15.16,761,11.5,8.99,14.27,1339,11.7,9.74,14.02,569168,473820,682028,2020-12-08
dcid:geoId/05,179,13.6,8.88,18.92,371,11.0,7.87,14.46,516,5.4,3.41,7.63,375,2.5,0.97,4.27,594,8.4,5.5,11.35,847,9.9,7.18,12.81,1441,9.2,7.21,11.11,275142,215627,332264,2020-12-09
dcid:geoId/04,115,17.4,10.07,25.04,371,14.4,10.34,18.22,363,6.7,4.16,9.65,400,5.3,3.14,7.63,523,11.8,8.24,15.57,726,12.6,9.65,15.67,1249,12.2,9.85,14.69,847496,684248,1020468,2020-12-08
dcid:geoId/06,320,7.7,4.58,10.92,329,11.0,7.61,14.76,313,9.1,5.97,12.45,323,3.3,1.32,5.43,543,9.6,6.69,12.61,742,8.2,6.09,10.24,1285,8.9,7.07,10.87,3484240,2767817,4255470,2020-12-03
dcid:geoId/08,276,15.6,11.12,19.95,380,9.4,6.43,12.22,330,6.6,4.2,9.88,330,6.1,3.86,8.97,614,9.6,7.19,12.04,702,10.1,7.65,12.47,1316,9.8,8.0,11.4,542052,442491,630550,2020-12-11
dcid:geoId/09,323,6.2,3.12,9.52,319,4.8,2.5,7.5,319,4.6,2.21,7.12,321,3.5,1.39,5.84,547,5.7,3.62,8.09,735,4.1,2.41,5.84,1282,4.9,3.49,6.45,175494,124994,231007,2020-12-11
dcid:geoId/11,109,11.7,5.44,17.99,460,16.1,12.66,19.24,847,10.9,8.66,13.4,586,5.4,3.42,7.34,823,11.5,8.26,14.92,1179,14.8,11.9,17.74,2002,13.2,10.78,15.31,90354,73789,104797,2020-12-05
dcid:geoId/10,112,12.3,5.9,19.42,498,8.6,6.08,11.05,388,6.4,3.87,9.49,502,2.0,0.77,3.4,563,10.0,6.72,13.3,937,5.7,3.87,7.59,1500,7.8,5.91,9.81,74061,56115,93145,2020-12-10
dcid:geoId/12,196,17.4,12.32,23.18,220,13.0,8.3,17.82,187,7.3,3.75,10.89,175,5.4,2.12,9.03,334,11.1,7.39,14.97,443,11.5,8.42,14.55,778,11.3,9.0,13.5,2327590,1853833,2780749,2020-12-02
dcid:geoId/13,322,21.2,16.28,26.66,321,16.0,11.53,20.83,327,11.6,7.72,15.72,326,4.9,2.58,7.53,523,14.2,10.43,18.51,773,15.7,12.41,19.15,1296,15.0,12.59,17.7,1544623,1296453,1822655,2020-12-10
dcid:geoId/15,38,,,,402,2.2,0.58,4.19,363,1.5,0.3,2.94,456,1.5,0.47,2.77,415,6.2,1.59,11.88,844,2.8,0.96,5.12,1259,4.5,2.04,7.24,63991,29009,102955,2020-12-12
dcid:geoId/19,44,,,,587,19.5,16.19,22.91,381,15.7,12.03,19.61,266,13.0,8.41,16.98,621,22.8,16.97,28.8,657,16.5,12.33,20.98,1278,19.7,16.18,23.39,617102,506838,732692,2020-12-11
dcid:geoId/16,9,,,,201,11.7,6.67,17.16,165,13.9,8.28,21.0,192,4.4,1.6,7.97,214,9.5,4.4,15.48,353,12.0,7.09,16.86,567,10.7,7.31,14.51,180596,123379,244901,2020-12-08
dcid:geoId/17,550,21.2,16.94,25.49,579,30.1,26.56,33.84,538,20.9,16.85,25.16,542,10.7,7.21,14.44,881,24.0,20.94,27.26,1328,22.8,20.38,25.4,2209,23.4,21.32,25.62,3000230,2733543,3284868,2020-12-08
dcid:geoId/18,13,,,,400,9.5,6.36,13.45,164,8.6,2.36,16.5,150,3.1,0.73,6.16,205,6.8,3.04,11.68,522,10.4,7.12,14.44,727,8.6,6.14,11.87,570819,407538,787862,2020-12-09
dcid:geoId/20,314,11.0,6.85,15.05,326,10.0,6.68,13.78,325,10.2,6.29,14.18,317,6.5,3.21,9.97,516,9.8,6.65,12.95,766,9.7,7.06,12.41,1282,9.7,7.68,11.79,282151,223394,342945,2020-12-12
dcid:geoId/21,313,12.0,8.22,15.8,328,11.7,8.04,15.8,389,10.9,8.02,14.44,232,7.0,3.24,10.82,556,10.3,7.32,13.35,706,11.5,8.76,14.56,1262,10.9,8.95,13.04,483982,397398,579003,2020-12-09
dcid:geoId/22,322,16.3,10.87,22.36,325,8.5,5.67,11.82,320,10.5,5.98,15.64,324,4.9,2.67,7.4,528,7.9,5.07,10.95,763,12.4,9.69,15.17,1291,10.2,8.15,12.13,475689,380085,565697,2020-12-12
dcid:geoId/25,179,6.4,2.76,10.33,368,5.9,3.54,8.59,367,6.9,4.11,9.59,377,5.9,3.09,8.84,531,7.0,4.68,9.71,760,5.4,3.55,7.43,1291,6.2,4.76,7.82,423472,325117,534121,2020-12-12
dcid:geoId/24,75,18.3,9.02,27.74,409,12.2,9.19,16.11,336,6.1,3.38,9.11,356,2.6,0.88,4.54,468,11.0,7.0,15.4,708,10.8,7.6,14.16,1176,10.9,8.32,13.81,654374,499486,829074,2020-12-10
dcid:geoId/23,15,,,,230,0.8,0.0,2.21,164,2.4,0.0,5.31,164,1.6,0.0,3.95,232,1.6,0.0,3.61,341,1.0,0.15,2.46,573,1.3,0.34,2.53,17327,4532,33720,2020-12-11
dcid:geoId/26,55,,,,373,13.3,9.6,16.96,255,11.7,7.73,16.38,426,4.0,2.08,6.43,454,9.0,5.78,12.53,655,11.7,8.43,14.96,1109,10.3,7.88,12.68,1025621,784650,1262609,2020-12-09
dcid:geoId/27,165,13.4,8.68,18.92,487,15.7,11.91,20.21,324,13.0,8.39,18.6,302,11.3,7.5,16.25,525,14.4,11.3,17.63,753,13.5,10.39,17.11,1278,14.0,11.71,16.52,773830,647254,913120,2020-12-10
dcid:geoId/29,160,15.0,8.45,22.99,588,18.3,13.92,22.33,402,12.7,7.9,17.64,658,8.4,5.92,11.02,790,14.4,10.51,18.56,1018,15.2,11.85,18.55,1808,14.8,12.15,17.4,901329,739943,1059671,2020-12-09
dcid:geoId/28,131,28.5,21.0,37.37,394,18.9,15.12,22.95,393,10.3,7.05,13.36,361,10.7,7.69,14.13,438,18.0,13.49,22.73,841,18.7,15.41,21.88,1279,18.3,15.53,21.34,546943,464155,637802,2020-12-08
dcid:geoId/30,17,,,,203,11.8,6.85,16.63,174,11.9,6.95,17.18,146,4.3,1.01,8.45,225,11.1,6.24,16.76,315,8.2,5.1,12.05,540,9.7,6.61,12.66,101048,68858,131883,2020-12-11
dcid:geoId/37,431,11.7,8.74,14.97,358,8.7,5.89,11.99,76,4.0,0.0,9.79,108,1.2,0.0,4.5,430,6.9,4.72,9.72,543,7.7,5.34,10.5,973,7.3,5.6,9.23,741361,568715,937364,2020-12-01
dcid:geoId/38,0,,,,4,,,,6,,,,15,,,,13,,,,12,,,,25,,,,,,,2020-12-08
dcid:geoId/31,81,14.2,5.77,23.79,449,18.5,14.69,22.53,444,16.5,12.55,20.83,287,8.3,4.87,12.42,688,15.8,12.52,19.35,573,15.2,10.7,20.39,1261,15.5,12.43,18.79,295238,236762,357904,2020-12-11
dcid:geoId/33,31,,,,448,3.0,1.08,5.22,509,1.8,0.64,3.23,319,1.8,0.29,3.53,567,2.3,0.71,4.21,740,1.6,0.68,2.67,1307,1.9,1.05,2.93,25529,14108,39368,2020-12-05
dcid:geoId/34,192,25.4,19.08,32.15,292,16.8,12.37,21.6,307,8.4,5.56,11.42,275,7.6,4.23,11.38,396,16.1,11.88,20.63,670,15.0,12.22,17.95,1066,15.5,13.08,18.29,1376686,1161745,1624489,2020-12-10
dcid:geoId/35,167,13.9,8.75,20.02,378,14.0,9.9,18.31,375,13.6,9.9,17.97,378,7.9,5.09,11.01,545,14.4,10.54,18.47,753,11.4,8.75,13.99,1298,12.9,10.57,15.1,269924,221170,315958,2020-12-12
dcid:geoId/32,60,,,,436,13.8,10.3,17.2,329,10.8,7.46,14.69,335,5.4,2.95,8.1,511,15.0,10.53,19.87,649,11.3,7.62,15.2,1160,13.2,10.31,16.23,385816,301346,474378,2020-12-08
dcid:geoId/36,314,12.1,8.21,16.77,304,13.2,8.98,17.86,351,11.6,8.1,15.32,320,10.5,6.32,14.8,527,11.2,8.16,15.25,762,13.1,10.17,16.25,1289,12.2,10.13,14.58,2393451,1987349,2860370,2020-12-12
dcid:geoId/39,219,20.5,15.36,25.98,515,17.9,14.11,21.57,536,16.6,12.85,20.15,508,7.5,5.03,10.14,863,23.2,19.91,26.54,915,10.2,7.84,12.55,1778,16.5,14.4,18.73,1920910,1676431,2180524,2020-12-09
dcid:geoId/40,229,8.1,4.55,12.13,325,5.4,2.86,8.41,325,6.8,3.77,9.95,419,7.6,4.5,10.46,512,5.0,2.69,7.58,786,8.4,6.04,10.64,1298,6.7,5.13,8.24,262515,201000,322854,2020-12-10
dcid:geoId/41,62,,,,547,4.2,2.44,6.35,430,2.9,1.13,5.0,437,1.9,0.53,3.67,632,2.9,1.53,4.51,844,4.3,2.24,6.84,1476,3.6,2.32,5.05,146950,94701,206138,2020-12-11
dcid:geoId/42,97,7.8,3.07,13.85,345,14.8,11.0,18.51,326,8.7,5.35,12.16,357,6.2,3.31,9.22,450,11.4,7.91,14.93,675,9.7,7.05,12.29,1125,10.6,8.58,12.68,1355865,1097483,1621922,2020-12-09
dcid:geoId/72,331,2.7,0.93,4.81,325,5.6,2.85,8.61,325,3.9,1.78,6.8,325,4.7,2.5,7.4,556,5.7,3.41,8.35,750,3.4,1.97,5.08,1306,4.5,3.03,5.99,152412,102624,202878,2020-12-10
dcid:geoId/44,86,8.4,2.47,15.22,476,9.6,6.9,12.88,366,8.7,5.5,12.4,312,6.9,4.07,9.95,541,8.3,5.72,11.19,699,9.1,6.65,11.98,1240,8.7,6.95,10.66,91925,73434,112635,2020-12-12
dcid:geoId/45,489,9.9,7.08,12.83,215,10.6,6.68,14.48,208,10.8,6.18,15.66,262,4.1,1.83,6.9,502,8.4,5.59,12.09,672,10.3,7.54,13.13,1174,9.4,7.63,11.56,465857,378137,572905,2020-12-07
dcid:geoId/46,5,,,,43,,,,26,,,,49,,,,33,,,,90,18.8,7.79,31.67,123,23.3,13.47,34.75,201379,116420,300340,2020-12-09
dcid:geoId/47,193,17.3,11.77,23.39,348,14.9,10.8,19.44,359,15.6,11.78,20.31,433,10.6,7.71,13.56,576,16.0,12.41,19.68,757,13.9,11.11,16.82,1333,14.9,12.52,17.19,991012,832716,1143322,2020-12-08
dcid:geoId/48,4,,,,224,20.7,14.47,27.93,193,14.0,9.31,18.89,234,8.4,4.31,13.88,406,20.3,14.7,27.96,249,16.0,9.84,23.44,655,18.1,13.95,23.3,5047220,3889985,6497250,2020-12-09
dcid:geoId/49,27,,,,476,16.0,12.26,19.83,354,8.6,5.69,11.85,284,11.3,6.82,16.5,432,22.3,12.55,33.45,709,21.0,13.92,30.23,1141,21.6,14.83,27.87,657796,451625,848739,2020-12-07
dcid:geoId/51,21,,,,404,6.5,3.78,9.33,324,4.2,1.93,6.74,363,2.8,0.99,5.08,454,4.5,2.04,7.25,658,6.8,3.53,11.25,1112,5.7,3.45,8.02,479585,290275,674785,2020-12-10
dcid:geoId/50,5,,,,205,0.3,0.0,1.09,107,2.5,0.0,6.19,105,0.5,0.0,1.97,143,0.6,0.0,2.04,279,1.0,0.0,2.46,422,0.8,0.04,1.8,5000,250,11250,2020-12-11
dcid:geoId/53,101,7.5,2.49,13.7,414,5.5,3.22,8.1,471,5.2,2.74,7.83,416,2.9,1.22,4.61,643,5.6,3.44,7.96,759,5.4,3.06,8.19,1402,5.5,3.91,7.32,401188,285209,533945,2020-12-11
dcid:geoId/55,43,,,,370,22.2,17.12,27.27,217,21.6,15.05,28.62,167,13.5,7.89,19.63,324,19.0,14.01,24.54,473,21.5,16.78,26.67,797,20.3,16.45,24.31,1173014,950546,1404728,2020-12-07
dcid:geoId/54,43,,,,396,6.2,3.62,9.01,377,5.8,3.16,8.88,362,3.3,1.45,5.57,506,5.6,2.48,9.97,672,4.6,2.89,6.4,1178,5.1,3.26,7.47,93282,59627,136630,2020-12-12
dcid:geoId/56,14,,,,109,14.9,7.75,23.39,90,9.7,2.66,19.17,93,11.7,3.56,22.09,106,11.9,4.84,21.18,200,14.4,8.19,21.59,306,13.1,8.1,18.82,76221,47129,109502,2020-12-09
dcid:country/USA,7814,14.5,13.43,15.48,18594,13.2,12.55,13.83,16725,10.1,9.44,10.8,16430,6.3,5.82,6.85,24967,11.8,11.23,12.37,34595,11.2,10.71,11.64,59563,11.5,11.09,11.82,37523347,36185558,38567475,2020-12-12
dcid:geoId/02,36,,,,313,12.6,8.42,17.46,317,8.0,4.86,11.5,242,9.7,5.31,15.04,367,9.8,4.95,16.2,541,12.5,8.18,17.35,908,11.1,7.71,15.0,81975,56940,110777,2020-12-21
dcid:geoId/01,193,23.1,16.72,29.13,382,15.9,12.07,19.75,345,12.7,8.85,16.6,371,6.9,4.42,9.57,515,15.5,11.86,19.08,776,15.4,12.83,18.4,1291,15.5,13.32,17.9,754025,647975,870778,2020-12-26
